X,Y,Z
5.767238399999999674e+05,5.188149580000000075e+06,1.613400000000000034e+02
5.767247600000000093e+05,5.188148429999999702e+06,1.612500000000000000e+02
5.767258800000000047e+05,5.188147049999999814e+06,1.610999999999999943e+02
5.767000000000000000e+05,5.188178770000000484e+06,1.632700000000000102e+02
5.767008299999999581e+05,5.188177780000000261e+06,1.633300000000000125e+02
5.767016300000000047e+05,5.188176790000000037e+06,1.633700000000000045e+02
5.767024300000000512e+05,5.188175830000000075e+06,1.633400000000000034e+02
5.767032500000000000e+05,5.188174830000000075e+06,1.633300000000000125e+02
5.767040600000000559e+05,5.188173839999999851e+06,1.633000000000000114e+02
5.767123900000000140e+05,5.188163600000000559e+06,1.628000000000000114e+02
5.767132600000000093e+05,5.188162540000000037e+06,1.626599999999999966e+02
5.767141199999999953e+05,5.188161469999999739e+06,1.625000000000000000e+02
5.767150000000000000e+05,5.188160400000000373e+06,1.623900000000000148e+02
5.767158499999999767e+05,5.188159310000000522e+06,1.622599999999999909e+02
5.767167700000000186e+05,5.188158190000000410e+06,1.620699999999999932e+02
5.767176600000000326e+05,5.188157080000000075e+06,1.619000000000000057e+02
5.767185100000000093e+05,5.188156020000000484e+06,1.619000000000000057e+02
5.767194000000000233e+05,5.188154940000000410e+06,1.618400000000000034e+02
5.767203100000000559e+05,5.188153839999999851e+06,1.617500000000000000e+02
5.767212199999999721e+05,5.188152690000000410e+06,1.615999999999999943e+02
5.767221300000000047e+05,5.188151570000000298e+06,1.614900000000000091e+02
5.767230799999999581e+05,5.188150410000000149e+06,1.613499999999999943e+02
5.767239899999999907e+05,5.188149290000000037e+06,1.613100000000000023e+02
5.767249000000000233e+05,5.188148150000000373e+06,1.612299999999999898e+02
5.767263499999999767e+05,5.188146389999999665e+06,1.611599999999999966e+02
5.766998299999999581e+05,5.188178879999999888e+06,1.632700000000000102e+02
5.767006600000000326e+05,5.188177889999999665e+06,1.633300000000000125e+02
5.767014699999999721e+05,5.188176910000000149e+06,1.633700000000000045e+02
5.767022800000000279e+05,5.188175919999999925e+06,1.633600000000000136e+02
5.767030899999999674e+05,5.188174950000000186e+06,1.633600000000000136e+02
5.767038900000000140e+05,5.188173950000000186e+06,1.633300000000000125e+02
5.767122299999999814e+05,5.188163690000000410e+06,1.627899999999999920e+02
5.767130899999999674e+05,5.188162679999999702e+06,1.627000000000000171e+02
5.767139400000000605e+05,5.188161580000000075e+06,1.625200000000000102e+02
5.767148100000000559e+05,5.188160520000000484e+06,1.624000000000000057e+02
5.767156800000000512e+05,5.188159429999999702e+06,1.622800000000000011e+02
5.767165700000000652e+05,5.188158330000000075e+06,1.621100000000000136e+02
5.767174899999999907e+05,5.188157190000000410e+06,1.619200000000000159e+02
5.767183499999999767e+05,5.188156150000000373e+06,1.618900000000000148e+02
5.767192299999999814e+05,5.188155060000000522e+06,1.618499999999999943e+02
5.767201099999999860e+05,5.188153950000000186e+06,1.617700000000000102e+02
5.767210300000000279e+05,5.188152820000000298e+06,1.616200000000000045e+02
5.767219599999999627e+05,5.188151679999999702e+06,1.615000000000000000e+02
5.767228599999999860e+05,5.188150530000000261e+06,1.613700000000000045e+02
5.767237900000000373e+05,5.188149429999999702e+06,1.613400000000000034e+02
5.767247000000000698e+05,5.188148290000000037e+06,1.612500000000000000e+02
5.767262900000000373e+05,5.188146350000000559e+06,1.611700000000000159e+02
5.766998000000000466e+05,5.188178839999999851e+06,1.632700000000000102e+02
5.767006099999999860e+05,5.188177850000000559e+06,1.633300000000000125e+02
5.767014200000000419e+05,5.188176870000000112e+06,1.633600000000000136e+02
5.767022199999999721e+05,5.188175889999999665e+06,1.633600000000000136e+02
5.767030300000000279e+05,5.188174910000000149e+06,1.633600000000000136e+02
5.767038399999999674e+05,5.188173900000000373e+06,1.633100000000000023e+02
5.767122600000000093e+05,5.188163580000000075e+06,1.628100000000000023e+02
5.767132500000000000e+05,5.188162350000000559e+06,1.626500000000000057e+02
5.767141199999999953e+05,5.188161280000000261e+06,1.624799999999999898e+02
5.767149699999999721e+05,5.188160200000000186e+06,1.624000000000000057e+02
5.767158399999999674e+05,5.188159120000000112e+06,1.622299999999999898e+02
5.767167600000000093e+05,5.188157980000000447e+06,1.620399999999999920e+02
5.767176400000000140e+05,5.188156879999999888e+06,1.618900000000000148e+02
5.767185100000000093e+05,5.188155839999999851e+06,1.618900000000000148e+02
5.767193900000000140e+05,5.188154750000000000e+06,1.618300000000000125e+02
5.767203000000000466e+05,5.188153629999999888e+06,1.617299999999999898e+02
5.767212099999999627e+05,5.188152500000000000e+06,1.615800000000000125e+02
5.767221199999999953e+05,5.188151339999999851e+06,1.614600000000000080e+02
5.767230500000000466e+05,5.188150200000000186e+06,1.613400000000000034e+02
5.767239599999999627e+05,5.188149100000000559e+06,1.613199999999999932e+02
5.767248800000000047e+05,5.188147950000000186e+06,1.612299999999999898e+02
5.766988699999999953e+05,5.188179940000000410e+06,1.637700000000000102e+02
5.766997500000000000e+05,5.188178799999999814e+06,1.632700000000000102e+02
5.767005600000000559e+05,5.188177820000000298e+06,1.633300000000000125e+02
5.767013699999999953e+05,5.188176830000000075e+06,1.633600000000000136e+02
5.767021600000000326e+05,5.188175850000000559e+06,1.633700000000000045e+02
5.767029899999999907e+05,5.188174860000000335e+06,1.633600000000000136e+02
5.767037600000000093e+05,5.188173879999999888e+06,1.633100000000000023e+02
5.767122099999999627e+05,5.188163540000000037e+06,1.628199999999999932e+02
5.767132000000000698e+05,5.188162299999999814e+06,1.626500000000000057e+02
5.767140700000000652e+05,5.188161230000000447e+06,1.624799999999999898e+02
5.767149100000000326e+05,5.188160160000000149e+06,1.624000000000000057e+02
5.767158000000000466e+05,5.188159070000000298e+06,1.622299999999999898e+02
5.767166900000000605e+05,5.188157950000000186e+06,1.620500000000000114e+02
5.767175799999999581e+05,5.188156839999999851e+06,1.618799999999999955e+02
5.767184599999999627e+05,5.188155799999999814e+06,1.618900000000000148e+02
5.767193399999999674e+05,5.188154709999999963e+06,1.618300000000000125e+02
5.767202500000000000e+05,5.188153580000000075e+06,1.617299999999999898e+02
5.767211700000000419e+05,5.188152450000000186e+06,1.615800000000000125e+02
5.767220799999999581e+05,5.188151290000000037e+06,1.614500000000000171e+02
5.767230000000000000e+05,5.188150160000000149e+06,1.613400000000000034e+02
5.767239000000000233e+05,5.188149060000000522e+06,1.613199999999999932e+02
5.767248200000000652e+05,5.188147919999999925e+06,1.612299999999999898e+02
5.767265000000000000e+05,5.188145839999999851e+06,1.609799999999999898e+02
5.766997000000000698e+05,5.188178759999999776e+06,1.632599999999999909e+02
5.767005100000000093e+05,5.188177780000000261e+06,1.633400000000000034e+02
5.767013200000000652e+05,5.188176790000000037e+06,1.633600000000000136e+02
5.767021199999999953e+05,5.188175799999999814e+06,1.633700000000000045e+02
5.767029400000000605e+05,5.188174820000000298e+06,1.633700000000000045e+02
5.767037199999999721e+05,5.188173830000000075e+06,1.633100000000000023e+02
5.767121099999999860e+05,5.188163540000000037e+06,1.628300000000000125e+02
5.767132299999999814e+05,5.188162179999999702e+06,1.626500000000000057e+02
5.767140999999999767e+05,5.188161089999999851e+06,1.624799999999999898e+02
5.767149599999999627e+05,5.188160020000000484e+06,1.623799999999999955e+02
5.767158399999999674e+05,5.188158919999999925e+06,1.622299999999999898e+02
5.767167299999999814e+05,5.188157799999999814e+06,1.620200000000000102e+02
5.767176300000000047e+05,5.188156690000000410e+06,1.618900000000000148e+02
5.767185000000000000e+05,5.188155639999999665e+06,1.618799999999999955e+02
5.767193699999999953e+05,5.188154549999999814e+06,1.618199999999999932e+02
5.767202800000000279e+05,5.188153419999999925e+06,1.617100000000000080e+02
5.767211900000000605e+05,5.188152270000000484e+06,1.615600000000000023e+02
5.767221300000000047e+05,5.188151139999999665e+06,1.614300000000000068e+02
5.767230400000000373e+05,5.188150000000000000e+06,1.613199999999999932e+02
5.767239500000000698e+05,5.188148900000000373e+06,1.613100000000000023e+02
5.767248800000000047e+05,5.188147740000000224e+06,1.612000000000000171e+02
5.767265100000000093e+05,5.188145709999999963e+06,1.609300000000000068e+02
5.766995300000000279e+05,5.188178870000000112e+06,1.632500000000000000e+02
5.767003399999999674e+05,5.188177879999999888e+06,1.633199999999999932e+02
5.767011400000000140e+05,5.188176889999999665e+06,1.633499999999999943e+02
5.767019500000000698e+05,5.188175910000000149e+06,1.633600000000000136e+02
5.767027700000000186e+05,5.188174929999999702e+06,1.633700000000000045e+02
5.767035500000000466e+05,5.188173940000000410e+06,1.633199999999999932e+02
5.767120200000000186e+05,5.188163549999999814e+06,1.628300000000000125e+02
5.767131800000000512e+05,5.188162129999999888e+06,1.626400000000000148e+02
5.767140500000000466e+05,5.188161049999999814e+06,1.624799999999999898e+02
5.767149100000000326e+05,5.188159969999999739e+06,1.623799999999999955e+02
5.767157800000000279e+05,5.188158879999999888e+06,1.622299999999999898e+02
5.767166900000000605e+05,5.188157750000000000e+06,1.620300000000000011e+02
5.767175799999999581e+05,5.188156650000000373e+06,1.618799999999999955e+02
5.767184500000000698e+05,5.188155589999999851e+06,1.618799999999999955e+02
5.767193200000000652e+05,5.188154500000000000e+06,1.618100000000000023e+02
5.767202299999999814e+05,5.188153379999999888e+06,1.617100000000000080e+02
5.767211500000000233e+05,5.188152230000000447e+06,1.615600000000000023e+02
5.767220899999999674e+05,5.188151089999999851e+06,1.614300000000000068e+02
5.767230000000000000e+05,5.188149950000000186e+06,1.613199999999999932e+02
5.767239000000000233e+05,5.188148850000000559e+06,1.613000000000000114e+02
5.767248200000000652e+05,5.188147709999999963e+06,1.612100000000000080e+02
5.767264699999999721e+05,5.188145650000000373e+06,1.609099999999999966e+02
5.766993000000000466e+05,5.188179040000000037e+06,1.632599999999999909e+02
5.767001199999999953e+05,5.188178030000000261e+06,1.633199999999999932e+02
5.767009400000000605e+05,5.188177049999999814e+06,1.633499999999999943e+02
5.767017500000000000e+05,5.188176080000000075e+06,1.633600000000000136e+02
5.767025500000000466e+05,5.188175100000000559e+06,1.633499999999999943e+02
5.767033699999999953e+05,5.188174089999999851e+06,1.633600000000000136e+02
5.767118000000000466e+05,5.188163709999999963e+06,1.628199999999999932e+02
5.767129200000000419e+05,5.188162339999999851e+06,1.627000000000000171e+02
5.767137700000000186e+05,5.188161250000000000e+06,1.625200000000000102e+02
5.767146400000000140e+05,5.188160190000000410e+06,1.624000000000000057e+02
5.767155100000000093e+05,5.188159110000000335e+06,1.622700000000000102e+02
5.767163900000000140e+05,5.188157990000000224e+06,1.620999999999999943e+02
5.767173100000000559e+05,5.188156860000000335e+06,1.618700000000000045e+02
5.767181800000000512e+05,5.188155820000000298e+06,1.618799999999999955e+02
5.767190600000000559e+05,5.188154730000000447e+06,1.618300000000000125e+02
5.767199599999999627e+05,5.188153629999999888e+06,1.617500000000000000e+02
5.767208499999999767e+05,5.188152469999999739e+06,1.615900000000000034e+02
5.767217800000000279e+05,5.188151339999999851e+06,1.614699999999999989e+02
5.767227000000000698e+05,5.188150190000000410e+06,1.613499999999999943e+02
5.767236300000000047e+05,5.188149060000000522e+06,1.612899999999999920e+02
5.767245300000000279e+05,5.188147950000000186e+06,1.612500000000000000e+02
5.767254799999999814e+05,5.188146770000000484e+06,1.610800000000000125e+02
5.767268200000000652e+05,5.188145120000000112e+06,1.608300000000000125e+02
5.766997800000000279e+05,5.188178339999999851e+06,1.632899999999999920e+02
5.767006099999999860e+05,5.188177350000000559e+06,1.633199999999999932e+02
5.767014100000000326e+05,5.188176370000000112e+06,1.633700000000000045e+02
5.767022099999999627e+05,5.188175389999999665e+06,1.633499999999999943e+02
5.767030300000000279e+05,5.188174389999999665e+06,1.633499999999999943e+02
5.767038200000000652e+05,5.188173400000000373e+06,1.633199999999999932e+02
5.767127199999999721e+05,5.188162480000000447e+06,1.627599999999999909e+02
5.767135999999999767e+05,5.188161370000000112e+06,1.625200000000000102e+02
5.767144699999999721e+05,5.188160310000000522e+06,1.624000000000000057e+02
5.767153299999999581e+05,5.188159240000000224e+06,1.622899999999999920e+02
5.767162199999999721e+05,5.188158110000000335e+06,1.621299999999999955e+02
5.767171400000000140e+05,5.188156980000000447e+06,1.618799999999999955e+02
5.767179899999999907e+05,5.188155919999999925e+06,1.618799999999999955e+02
5.767188699999999953e+05,5.188154850000000559e+06,1.618400000000000034e+02
5.767197600000000093e+05,5.188153750000000000e+06,1.617599999999999909e+02
5.767206800000000512e+05,5.188152589999999851e+06,1.615999999999999943e+02
5.767215999999999767e+05,5.188151469999999739e+06,1.614900000000000091e+02
5.767225200000000186e+05,5.188150330000000075e+06,1.613700000000000045e+02
5.767234500000000698e+05,5.188149179999999702e+06,1.612899999999999920e+02
5.767243399999999674e+05,5.188148089999999851e+06,1.612599999999999909e+02
5.767252800000000279e+05,5.188146879999999888e+06,1.611100000000000136e+02
5.767263900000000140e+05,5.188145540000000037e+06,1.608600000000000136e+02
5.766993000000000466e+05,5.188178850000000559e+06,1.632500000000000000e+02
5.767001099999999860e+05,5.188177850000000559e+06,1.633199999999999932e+02
5.767009200000000419e+05,5.188176889999999665e+06,1.633600000000000136e+02
5.767017299999999814e+05,5.188175889999999665e+06,1.633600000000000136e+02
5.767025300000000279e+05,5.188174900000000373e+06,1.633499999999999943e+02
5.767033299999999581e+05,5.188173910000000149e+06,1.633600000000000136e+02
5.767120400000000373e+05,5.188163240000000224e+06,1.628900000000000148e+02
5.767135000000000000e+05,5.188161379999999888e+06,1.625200000000000102e+02
5.767143699999999953e+05,5.188160310000000522e+06,1.624000000000000057e+02
5.767152299999999814e+05,5.188159250000000000e+06,1.623000000000000114e+02
5.767161500000000233e+05,5.188158129999999888e+06,1.621400000000000148e+02
5.767170200000000186e+05,5.188157000000000000e+06,1.618900000000000148e+02
5.767179000000000233e+05,5.188155940000000410e+06,1.618700000000000045e+02
5.767187700000000186e+05,5.188154860000000335e+06,1.618400000000000034e+02
5.767196800000000512e+05,5.188153759999999776e+06,1.617599999999999909e+02
5.767205899999999674e+05,5.188152589999999851e+06,1.615999999999999943e+02
5.767215000000000000e+05,5.188151480000000447e+06,1.615000000000000000e+02
5.767224300000000512e+05,5.188150330000000075e+06,1.613700000000000045e+02
5.767233499999999767e+05,5.188149190000000410e+06,1.612899999999999920e+02
5.767242399999999907e+05,5.188148080000000075e+06,1.612599999999999909e+02
5.767251900000000605e+05,5.188146910000000149e+06,1.611100000000000136e+02
5.767265700000000652e+05,5.188145200000000186e+06,1.608400000000000034e+02
5.766994300000000512e+05,5.188178540000000037e+06,1.632500000000000000e+02
5.767002500000000000e+05,5.188177570000000298e+06,1.633199999999999932e+02
5.767010700000000652e+05,5.188176589999999851e+06,1.633700000000000045e+02
5.767018699999999953e+05,5.188175610000000335e+06,1.633499999999999943e+02
5.767026800000000512e+05,5.188174610000000335e+06,1.633700000000000045e+02
5.767034899999999907e+05,5.188173620000000112e+06,1.633400000000000034e+02
5.767118699999999953e+05,5.188163360000000335e+06,1.628799999999999955e+02
5.767132299999999814e+05,5.188161600000000559e+06,1.625399999999999920e+02
5.767140999999999767e+05,5.188160560000000522e+06,1.624500000000000171e+02
5.767149699999999721e+05,5.188159480000000447e+06,1.623300000000000125e+02
5.767158499999999767e+05,5.188158370000000112e+06,1.621700000000000159e+02
5.767167399999999907e+05,5.188157250000000000e+06,1.619799999999999898e+02
5.767176300000000047e+05,5.188156150000000373e+06,1.618600000000000136e+02
5.767185000000000000e+05,5.188155089999999851e+06,1.618499999999999943e+02
5.767194000000000233e+05,5.188153990000000224e+06,1.617899999999999920e+02
5.767203100000000559e+05,5.188152839999999851e+06,1.616200000000000045e+02
5.767212199999999721e+05,5.188151719999999739e+06,1.615200000000000102e+02
5.767221500000000233e+05,5.188150530000000261e+06,1.613600000000000136e+02
5.767230700000000652e+05,5.188149419999999925e+06,1.613000000000000114e+02
5.767239599999999627e+05,5.188148320000000298e+06,1.612700000000000102e+02
5.767248900000000140e+05,5.188147190000000410e+06,1.611800000000000068e+02
5.767259899999999907e+05,5.188145790000000037e+06,1.609799999999999898e+02
5.766989100000000326e+05,5.188179110000000335e+06,1.633000000000000114e+02
5.766997199999999721e+05,5.188178120000000112e+06,1.632899999999999920e+02
5.767005400000000373e+05,5.188177139999999665e+06,1.633499999999999943e+02
5.767013499999999767e+05,5.188176160000000149e+06,1.633600000000000136e+02
5.767021500000000233e+05,5.188175160000000149e+06,1.633499999999999943e+02
5.767029599999999627e+05,5.188174179999999702e+06,1.633600000000000136e+02
5.767037600000000093e+05,5.188173200000000186e+06,1.633300000000000125e+02
5.767126099999999860e+05,5.188162299999999814e+06,1.627000000000000171e+02
5.767136700000000419e+05,5.188161000000000000e+06,1.625000000000000000e+02
5.767145200000000186e+05,5.188159919999999925e+06,1.623900000000000148e+02
5.767153900000000140e+05,5.188158820000000298e+06,1.622599999999999909e+02
5.767162600000000093e+05,5.188157730000000447e+06,1.621200000000000045e+02
5.767171900000000605e+05,5.188156580000000075e+06,1.618700000000000045e+02
5.767180700000000652e+05,5.188155520000000484e+06,1.618700000000000045e+02
5.767189300000000512e+05,5.188154440000000410e+06,1.618199999999999932e+02
5.767198299999999581e+05,5.188153310000000522e+06,1.617000000000000171e+02
5.767207600000000093e+05,5.188152179999999702e+06,1.615699999999999932e+02
5.767216900000000605e+05,5.188151020000000484e+06,1.614300000000000068e+02
5.767225899999999674e+05,5.188149879999999888e+06,1.613199999999999932e+02
5.767235000000000000e+05,5.188148759999999776e+06,1.612800000000000011e+02
5.767244100000000326e+05,5.188147639999999665e+06,1.612100000000000080e+02
5.767254200000000419e+05,5.188146400000000373e+06,1.610699999999999932e+02
5.767266700000000419e+05,5.188144799999999814e+06,1.607800000000000011e+02
5.766994100000000326e+05,5.188178370000000112e+06,1.632500000000000000e+02
5.767002399999999907e+05,5.188177389999999665e+06,1.633199999999999932e+02
5.767010600000000559e+05,5.188176410000000149e+06,1.633799999999999955e+02
5.767018599999999860e+05,5.188175419999999925e+06,1.633499999999999943e+02
5.767026600000000326e+05,5.188174440000000410e+06,1.633600000000000136e+02
5.767034799999999814e+05,5.188173450000000186e+06,1.633199999999999932e+02
5.767118399999999674e+05,5.188163190000000410e+06,1.629099999999999966e+02
5.767130999999999767e+05,5.188161570000000298e+06,1.625500000000000114e+02
5.767139699999999721e+05,5.188160520000000484e+06,1.624399999999999977e+02
5.767148299999999581e+05,5.188159450000000186e+06,1.623400000000000034e+02
5.767157099999999627e+05,5.188158339999999851e+06,1.621800000000000068e+02
5.767166400000000140e+05,5.188157169999999925e+06,1.619900000000000091e+02
5.767175400000000373e+05,5.188156049999999814e+06,1.618600000000000136e+02
5.767184100000000326e+05,5.188154990000000224e+06,1.618400000000000034e+02
5.767192900000000373e+05,5.188153900000000373e+06,1.617700000000000102e+02
5.767202099999999627e+05,5.188152750000000000e+06,1.616200000000000045e+02
5.767211199999999953e+05,5.188151620000000112e+06,1.615099999999999909e+02
5.767220300000000279e+05,5.188150459999999963e+06,1.613600000000000136e+02
5.767229599999999627e+05,5.188149330000000075e+06,1.612899999999999920e+02
5.767238499999999767e+05,5.188148219999999739e+06,1.612700000000000102e+02
5.767248000000000466e+05,5.188147089999999851e+06,1.611599999999999966e+02
5.767258299999999581e+05,5.188145790000000037e+06,1.610200000000000102e+02
5.766986800000000512e+05,5.188179190000000410e+06,1.632800000000000011e+02
5.766995100000000093e+05,5.188178190000000410e+06,1.633000000000000114e+02
5.767003100000000559e+05,5.188177200000000186e+06,1.633300000000000125e+02
5.767011199999999953e+05,5.188176209999999963e+06,1.633700000000000045e+02
5.767019300000000512e+05,5.188175230000000447e+06,1.633400000000000034e+02
5.767027299999999814e+05,5.188174250000000000e+06,1.633600000000000136e+02
5.767035799999999581e+05,5.188173200000000186e+06,1.633199999999999932e+02
5.767121099999999860e+05,5.188162620000000112e+06,1.628400000000000034e+02
5.767133599999999860e+05,5.188161160000000149e+06,1.624900000000000091e+02
5.767142099999999627e+05,5.188160089999999851e+06,1.623900000000000148e+02
5.767150700000000652e+05,5.188159020000000484e+06,1.623000000000000114e+02
5.767159699999999721e+05,5.188157919999999925e+06,1.621500000000000057e+02
5.767168599999999860e+05,5.188156780000000261e+06,1.619099999999999966e+02
5.767177399999999907e+05,5.188155700000000186e+06,1.618700000000000045e+02
5.767186199999999953e+05,5.188154620000000112e+06,1.618300000000000125e+02
5.767195100000000093e+05,5.188153480000000447e+06,1.617100000000000080e+02
5.767204300000000512e+05,5.188152370000000112e+06,1.615999999999999943e+02
5.767213499999999767e+05,5.188151240000000224e+06,1.614699999999999989e+02
5.767222600000000093e+05,5.188150089999999851e+06,1.613499999999999943e+02
5.767231800000000512e+05,5.188148950000000186e+06,1.612700000000000102e+02
5.767240799999999581e+05,5.188147839999999851e+06,1.612299999999999898e+02
5.767250200000000186e+05,5.188146660000000149e+06,1.611200000000000045e+02
5.767260100000000093e+05,5.188145410000000149e+06,1.608700000000000045e+02
5.766987500000000000e+05,5.188179000000000000e+06,1.632700000000000102e+02
5.766995700000000652e+05,5.188178000000000000e+06,1.632800000000000011e+02
5.767003900000000140e+05,5.188177009999999776e+06,1.633499999999999943e+02
5.767011900000000605e+05,5.188176030000000261e+06,1.633600000000000136e+02
5.767019899999999907e+05,5.188175049999999814e+06,1.633400000000000034e+02
5.767028200000000652e+05,5.188174049999999814e+06,1.633499999999999943e+02
5.767036199999999953e+05,5.188173060000000522e+06,1.633100000000000023e+02
5.767120700000000652e+05,5.188162669999999925e+06,1.628300000000000125e+02
5.767133499999999767e+05,5.188161060000000522e+06,1.624799999999999898e+02
5.767142099999999627e+05,5.188159990000000224e+06,1.624000000000000057e+02
5.767150600000000559e+05,5.188158919999999925e+06,1.623000000000000114e+02
5.767159300000000512e+05,5.188157830000000075e+06,1.621400000000000148e+02
5.767168499999999767e+05,5.188156669999999925e+06,1.619000000000000057e+02
5.767177299999999814e+05,5.188155610000000335e+06,1.618799999999999955e+02
5.767186099999999860e+05,5.188154520000000484e+06,1.618199999999999932e+02
5.767195100000000093e+05,5.188153379999999888e+06,1.616899999999999977e+02
5.767204300000000512e+05,5.188152280000000261e+06,1.615900000000000034e+02
5.767213499999999767e+05,5.188151129999999888e+06,1.614600000000000080e+02
5.767222500000000000e+05,5.188149969999999739e+06,1.613499999999999943e+02
5.767231700000000419e+05,5.188148839999999851e+06,1.612800000000000011e+02
5.767240799999999581e+05,5.188147730000000447e+06,1.612199999999999989e+02
5.767250100000000093e+05,5.188146580000000075e+06,1.611200000000000045e+02
5.767260700000000652e+05,5.188145259999999776e+06,1.608600000000000136e+02
5.766987500000000000e+05,5.188178910000000149e+06,1.632700000000000102e+02
5.766995600000000559e+05,5.188177910000000149e+06,1.633000000000000114e+02
5.767003900000000140e+05,5.188176919999999925e+06,1.633499999999999943e+02
5.767011900000000605e+05,5.188175940000000410e+06,1.633499999999999943e+02
5.767019899999999907e+05,5.188174950000000186e+06,1.633300000000000125e+02
5.767028200000000652e+05,5.188173959999999963e+06,1.633499999999999943e+02
5.767111900000000605e+05,5.188163639999999665e+06,1.628900000000000148e+02
5.767123699999999953e+05,5.188162160000000149e+06,1.626800000000000068e+02
5.767135200000000186e+05,5.188160740000000224e+06,1.624399999999999977e+02
5.767143599999999860e+05,5.188159700000000186e+06,1.624000000000000057e+02
5.767152199999999721e+05,5.188158620000000112e+06,1.622700000000000102e+02
5.767161199999999953e+05,5.188157500000000000e+06,1.620999999999999943e+02
5.767170200000000186e+05,5.188156350000000559e+06,1.618799999999999955e+02
5.767178900000000140e+05,5.188155299999999814e+06,1.618600000000000136e+02
5.767187800000000279e+05,5.188154209999999963e+06,1.618100000000000023e+02
5.767196900000000605e+05,5.188153070000000298e+06,1.616800000000000068e+02
5.767205999999999767e+05,5.188151940000000410e+06,1.615500000000000114e+02
5.767215100000000093e+05,5.188150780000000261e+06,1.614099999999999966e+02
5.767224300000000512e+05,5.188149650000000373e+06,1.613100000000000023e+02
5.767233299999999581e+05,5.188148530000000261e+06,1.612800000000000011e+02
5.767242700000000186e+05,5.188147400000000373e+06,1.611899999999999977e+02
5.767252199999999721e+05,5.188146219999999739e+06,1.610500000000000114e+02
5.767262399999999907e+05,5.188144940000000410e+06,1.608600000000000136e+02
5.766989699999999721e+05,5.188178500000000000e+06,1.632199999999999989e+02
5.766998100000000559e+05,5.188177520000000484e+06,1.633300000000000125e+02
5.767006099999999860e+05,5.188176549999999814e+06,1.633600000000000136e+02
5.767014000000000233e+05,5.188175560000000522e+06,1.633400000000000034e+02
5.767022299999999814e+05,5.188174570000000298e+06,1.633600000000000136e+02
5.767031300000000047e+05,5.188173419999999925e+06,1.633000000000000114e+02
5.767121199999999953e+05,5.188162450000000186e+06,1.628799999999999955e+02
5.767134599999999627e+05,5.188160690000000410e+06,1.624200000000000159e+02
5.767143200000000652e+05,5.188159660000000149e+06,1.624000000000000057e+02
5.767151700000000419e+05,5.188158570000000298e+06,1.622700000000000102e+02
5.767160600000000559e+05,5.188157459999999963e+06,1.620999999999999943e+02
5.767169799999999814e+05,5.188156299999999814e+06,1.618799999999999955e+02
5.767178499999999767e+05,5.188155240000000224e+06,1.618600000000000136e+02
5.767187199999999721e+05,5.188154169999999925e+06,1.618100000000000023e+02
5.767196300000000047e+05,5.188153020000000484e+06,1.616700000000000159e+02
5.767205500000000466e+05,5.188151889999999665e+06,1.615500000000000114e+02
5.767214599999999627e+05,5.188150730000000447e+06,1.614099999999999966e+02
5.767223900000000140e+05,5.188149610000000335e+06,1.613000000000000114e+02
5.767232900000000373e+05,5.188148490000000224e+06,1.612800000000000011e+02
5.767242299999999814e+05,5.188147360000000335e+06,1.611899999999999977e+02
5.767251700000000419e+05,5.188146169999999925e+06,1.610500000000000114e+02
5.767262800000000279e+05,5.188144730000000447e+06,1.608400000000000034e+02
5.766989599999999627e+05,5.188178410000000149e+06,1.632400000000000091e+02
5.766998299999999581e+05,5.188177389999999665e+06,1.633300000000000125e+02
5.767006400000000140e+05,5.188176400000000373e+06,1.633499999999999943e+02
5.767014300000000512e+05,5.188175410000000149e+06,1.633400000000000034e+02
5.767022500000000000e+05,5.188174429999999702e+06,1.633700000000000045e+02
5.767033100000000559e+05,5.188173160000000149e+06,1.632700000000000102e+02
5.767121400000000140e+05,5.188162270000000484e+06,1.627700000000000102e+02
5.767131099999999860e+05,5.188161040000000037e+06,1.625000000000000000e+02
5.767139599999999627e+05,5.188159980000000447e+06,1.624099999999999966e+02
5.767148200000000652e+05,5.188158919999999925e+06,1.623199999999999932e+02
5.767157199999999721e+05,5.188157799999999814e+06,1.621599999999999966e+02
5.767165999999999767e+05,5.188156660000000149e+06,1.619500000000000171e+02
5.767174899999999907e+05,5.188155580000000075e+06,1.618700000000000045e+02
5.767183699999999953e+05,5.188154500000000000e+06,1.618199999999999932e+02
5.767192700000000186e+05,5.188153350000000559e+06,1.616899999999999977e+02
5.767201800000000512e+05,5.188152240000000224e+06,1.615900000000000034e+02
5.767210799999999581e+05,5.188151110000000335e+06,1.614699999999999989e+02
5.767220300000000279e+05,5.188149940000000410e+06,1.613199999999999932e+02
5.767229400000000605e+05,5.188148830000000075e+06,1.612700000000000102e+02
5.767238399999999674e+05,5.188147709999999963e+06,1.612100000000000080e+02
5.767247700000000186e+05,5.188146549999999814e+06,1.611200000000000045e+02
5.767257399999999907e+05,5.188145320000000298e+06,1.609200000000000159e+02
5.766983699999999953e+05,5.188179060000000522e+06,1.633700000000000045e+02
5.766991600000000326e+05,5.188178070000000298e+06,1.632700000000000102e+02
5.766999899999999907e+05,5.188177100000000559e+06,1.633499999999999943e+02
5.767008200000000652e+05,5.188176120000000112e+06,1.633499999999999943e+02
5.767015899999999674e+05,5.188175129999999888e+06,1.633300000000000125e+02
5.767024000000000233e+05,5.188174160000000149e+06,1.633499999999999943e+02
