X,Y,Z
5.767503699999999953e+05,5.188153089999999851e+06,1.600300000000000011e+02
5.767587600000000093e+05,5.188146839999999851e+06,1.582500000000000000e+02
5.767600600000000559e+05,5.188145860000000335e+06,1.579300000000000068e+02
5.767206099999999860e+05,5.188176360000000335e+06,1.627199999999999989e+02
5.767315700000000652e+05,5.188167669999999925e+06,1.620200000000000102e+02
5.767376900000000605e+05,5.188162830000000075e+06,1.615399999999999920e+02
5.767388000000000466e+05,5.188161959999999963e+06,1.614200000000000159e+02
5.767401900000000605e+05,5.188160889999999665e+06,1.613100000000000023e+02
5.767414200000000419e+05,5.188159900000000373e+06,1.611899999999999977e+02
5.767427600000000093e+05,5.188158870000000112e+06,1.610399999999999920e+02
5.767448000000000466e+05,5.188157320000000298e+06,1.607800000000000011e+02
5.767458499999999767e+05,5.188156469999999739e+06,1.607199999999999989e+02
5.767480999999999767e+05,5.188154490000000224e+06,1.611800000000000068e+02
5.767496800000000512e+05,5.188153509999999776e+06,1.601700000000000159e+02
5.767580200000000186e+05,5.188147290000000037e+06,1.583900000000000148e+02
5.767592900000000373e+05,5.188146350000000559e+06,1.581100000000000136e+02
5.767606300000000047e+05,5.188145370000000112e+06,1.578199999999999932e+02
5.767302199999999721e+05,5.188168610000000335e+06,1.621599999999999966e+02
5.767319300000000512e+05,5.188167280000000261e+06,1.620300000000000011e+02
5.767375100000000093e+05,5.188162900000000373e+06,1.615500000000000114e+02
5.767387600000000093e+05,5.188161900000000373e+06,1.614099999999999966e+02
5.767400400000000373e+05,5.188160940000000410e+06,1.613100000000000023e+02
5.767412600000000093e+05,5.188159950000000186e+06,1.612000000000000171e+02
5.767423800000000047e+05,5.188159070000000298e+06,1.611100000000000136e+02
5.767447000000000698e+05,5.188157320000000298e+06,1.607800000000000011e+02
5.767459100000000326e+05,5.188156330000000075e+06,1.607400000000000091e+02
5.767468000000000466e+05,5.188155330000000075e+06,1.615800000000000125e+02
5.767491400000000140e+05,5.188153750000000000e+06,1.603900000000000148e+02
5.767575000000000000e+05,5.188147540000000037e+06,1.585000000000000000e+02
5.767589000000000233e+05,5.188146530000000261e+06,1.582100000000000080e+02
5.767602800000000279e+05,5.188145540000000037e+06,1.578600000000000136e+02
5.767288599999999860e+05,5.188169589999999851e+06,1.623300000000000125e+02
5.767352299999999814e+05,5.188164610000000335e+06,1.617800000000000011e+02
5.767380100000000093e+05,5.188162450000000186e+06,1.614799999999999898e+02
5.767394200000000419e+05,5.188161330000000075e+06,1.613400000000000034e+02
5.767405799999999581e+05,5.188160400000000373e+06,1.612599999999999909e+02
5.767416600000000326e+05,5.188159560000000522e+06,1.611500000000000057e+02
5.767427800000000279e+05,5.188158669999999925e+06,1.610099999999999909e+02
5.767447600000000093e+05,5.188157179999999702e+06,1.607700000000000102e+02
5.767457600000000093e+05,5.188156280000000261e+06,1.610000000000000000e+02
5.767465200000000186e+05,5.188155459999999963e+06,1.616500000000000057e+02
5.767493399999999674e+05,5.188153570000000298e+06,1.602400000000000091e+02
5.767577299999999814e+05,5.188147320000000298e+06,1.584399999999999977e+02
5.767590100000000093e+05,5.188146400000000373e+06,1.581599999999999966e+02
5.767603499999999767e+05,5.188145379999999888e+06,1.578300000000000125e+02
5.767172600000000093e+05,5.188178690000000410e+06,1.631400000000000148e+02
5.767352500000000000e+05,5.188164500000000000e+06,1.617500000000000000e+02
5.767376800000000512e+05,5.188162589999999851e+06,1.615500000000000114e+02
5.767388000000000466e+05,5.188161750000000000e+06,1.614099999999999966e+02
5.767400600000000559e+05,5.188160740000000224e+06,1.613100000000000023e+02
5.767411900000000605e+05,5.188159830000000075e+06,1.612199999999999989e+02
5.767422600000000093e+05,5.188159009999999776e+06,1.611200000000000045e+02
5.767443299999999581e+05,5.188157400000000373e+06,1.608100000000000023e+02
5.767454000000000233e+05,5.188156540000000037e+06,1.607400000000000091e+02
5.767483299999999581e+05,5.188154089999999851e+06,1.610999999999999943e+02
5.767499899999999907e+05,5.188153060000000522e+06,1.600500000000000114e+02
5.767584500000000698e+05,5.188146700000000186e+06,1.582700000000000102e+02
5.767597800000000279e+05,5.188145730000000447e+06,1.579500000000000171e+02
5.767610200000000186e+05,5.188144759999999776e+06,1.577299999999999898e+02
5.767307700000000186e+05,5.188167950000000186e+06,1.620699999999999932e+02
5.767381099999999860e+05,5.188162169999999925e+06,1.614799999999999898e+02
5.767393299999999581e+05,5.188161230000000447e+06,1.613199999999999932e+02
5.767404500000000698e+05,5.188160330000000075e+06,1.612700000000000102e+02
5.767415100000000093e+05,5.188159490000000224e+06,1.611700000000000159e+02
5.767432299999999814e+05,5.188158190000000410e+06,1.608900000000000148e+02
5.767447900000000373e+05,5.188156969999999739e+06,1.607700000000000102e+02
5.767481199999999953e+05,5.188154129999999888e+06,1.612000000000000171e+02
5.767498000000000466e+05,5.188153070000000298e+06,1.600699999999999932e+02
5.767582800000000279e+05,5.188146750000000000e+06,1.582899999999999920e+02
5.767595899999999674e+05,5.188145799999999814e+06,1.579799999999999898e+02
5.767609500000000698e+05,5.188144790000000037e+06,1.577400000000000091e+02
5.767352099999999627e+05,5.188164360000000335e+06,1.617800000000000011e+02
5.767380600000000559e+05,5.188162120000000112e+06,1.614900000000000091e+02
5.767392500000000000e+05,5.188161200000000186e+06,1.613199999999999932e+02
5.767402900000000373e+05,5.188160370000000112e+06,1.612700000000000102e+02
5.767413599999999860e+05,5.188159509999999776e+06,1.612000000000000171e+02
5.767430799999999581e+05,5.188158230000000447e+06,1.609000000000000057e+02
5.767447500000000000e+05,5.188156919999999925e+06,1.607700000000000102e+02
5.767489200000000419e+05,5.188153570000000298e+06,1.604900000000000091e+02
5.767575400000000373e+05,5.188147209999999963e+06,1.584500000000000171e+02
5.767588200000000652e+05,5.188146280000000261e+06,1.581700000000000159e+02
5.767601600000000326e+05,5.188145270000000484e+06,1.578400000000000034e+02
5.767262800000000279e+05,5.188171320000000298e+06,1.624500000000000171e+02
5.767377000000000698e+05,5.188162299999999814e+06,1.615200000000000102e+02
5.767387800000000279e+05,5.188161490000000224e+06,1.614000000000000057e+02
5.767398299999999581e+05,5.188160660000000149e+06,1.613100000000000023e+02
5.767408900000000140e+05,5.188159820000000298e+06,1.612500000000000000e+02
5.767419599999999627e+05,5.188158990000000224e+06,1.611299999999999955e+02
5.767442500000000000e+05,5.188157200000000186e+06,1.608000000000000114e+02
5.767482399999999907e+05,5.188153889999999665e+06,1.611100000000000136e+02
5.767572199999999721e+05,5.188147339999999851e+06,1.585200000000000102e+02
5.767585600000000559e+05,5.188146360000000335e+06,1.582199999999999989e+02
5.767599200000000419e+05,5.188145350000000559e+06,1.578700000000000045e+02
5.767164899999999907e+05,5.188178959999999963e+06,1.632700000000000102e+02
5.767363599999999860e+05,5.188163250000000000e+06,1.617500000000000000e+02
5.767385600000000559e+05,5.188161570000000298e+06,1.614200000000000159e+02
5.767396500000000233e+05,5.188160679999999702e+06,1.613300000000000125e+02
5.767407399999999907e+05,5.188159830000000075e+06,1.612400000000000091e+02
5.767423499999999767e+05,5.188158600000000559e+06,1.610699999999999932e+02
5.767443299999999581e+05,5.188157049999999814e+06,1.607899999999999920e+02
5.767483499999999767e+05,5.188153730000000447e+06,1.610099999999999909e+02
5.767574000000000233e+05,5.188147139999999665e+06,1.584300000000000068e+02
5.767586300000000047e+05,5.188146190000000410e+06,1.581899999999999977e+02
5.767599899999999907e+05,5.188145200000000186e+06,1.578600000000000136e+02
5.767172500000000000e+05,5.188178270000000484e+06,1.631200000000000045e+02
5.767381500000000233e+05,5.188161799999999814e+06,1.614699999999999989e+02
5.767393800000000047e+05,5.188160850000000559e+06,1.613499999999999943e+02
5.767404400000000605e+05,5.188159990000000224e+06,1.612800000000000011e+02
5.767415100000000093e+05,5.188159150000000373e+06,1.611299999999999955e+02
5.767440799999999581e+05,5.188157169999999925e+06,1.608100000000000023e+02
5.767451300000000047e+05,5.188156330000000075e+06,1.607500000000000000e+02
5.767573599999999860e+05,5.188147080000000075e+06,1.584200000000000159e+02
5.767585899999999674e+05,5.188146139999999665e+06,1.581800000000000068e+02
5.767599400000000605e+05,5.188145139999999665e+06,1.578499999999999943e+02
5.767169300000000512e+05,5.188178419999999925e+06,1.632800000000000011e+02
5.767380100000000093e+05,5.188161830000000075e+06,1.614900000000000091e+02
5.767391600000000326e+05,5.188160919999999925e+06,1.613600000000000136e+02
5.767402500000000000e+05,5.188160070000000298e+06,1.612800000000000011e+02
5.767413200000000652e+05,5.188159230000000447e+06,1.611599999999999966e+02
5.767439300000000512e+05,5.188157209999999963e+06,1.608199999999999932e+02
5.767449899999999907e+05,5.188156360000000335e+06,1.607299999999999898e+02
5.767572000000000698e+05,5.188147120000000112e+06,1.584399999999999977e+02
5.767584899999999907e+05,5.188146129999999888e+06,1.581800000000000068e+02
5.767598299999999581e+05,5.188145150000000373e+06,1.578900000000000148e+02
5.767163599999999860e+05,5.188178810000000522e+06,1.634000000000000057e+02
5.767381199999999953e+05,5.188161660000000149e+06,1.614699999999999989e+02
5.767393299999999581e+05,5.188160700000000186e+06,1.613600000000000136e+02
5.767404000000000233e+05,5.188159839999999851e+06,1.612899999999999920e+02
5.767416600000000326e+05,5.188158900000000373e+06,1.610900000000000034e+02
5.767439899999999907e+05,5.188157070000000298e+06,1.608100000000000023e+02
5.767450600000000559e+05,5.188156230000000447e+06,1.607800000000000011e+02
5.767571600000000326e+05,5.188147060000000522e+06,1.584300000000000068e+02
5.767583900000000140e+05,5.188146129999999888e+06,1.582000000000000171e+02
5.767597299999999814e+05,5.188145139999999665e+06,1.578799999999999955e+02
5.767162099999999627e+05,5.188178820000000298e+06,1.633799999999999955e+02
5.767375999999999767e+05,5.188161959999999963e+06,1.615300000000000011e+02
5.767388200000000652e+05,5.188161030000000261e+06,1.613799999999999955e+02
5.767398900000000140e+05,5.188160179999999702e+06,1.612800000000000011e+02
5.767409599999999627e+05,5.188159350000000559e+06,1.612199999999999989e+02
5.767428200000000652e+05,5.188157919999999925e+06,1.609000000000000057e+02
5.767445899999999674e+05,5.188156530000000261e+06,1.607700000000000102e+02
5.767566500000000233e+05,5.188147299999999814e+06,1.586100000000000136e+02
5.767579699999999721e+05,5.188146370000000112e+06,1.582899999999999920e+02
5.767592800000000279e+05,5.188145370000000112e+06,1.579799999999999898e+02
5.767605400000000373e+05,5.188144410000000149e+06,1.577299999999999898e+02
5.767379300000000512e+05,5.188161629999999888e+06,1.614799999999999898e+02
5.767392000000000698e+05,5.188160639999999665e+06,1.613600000000000136e+02
5.767402600000000093e+05,5.188159780000000261e+06,1.612800000000000011e+02
5.767414599999999627e+05,5.188158879999999888e+06,1.610999999999999943e+02
5.767439100000000326e+05,5.188156959999999963e+06,1.608000000000000114e+02
5.767491199999999953e+05,5.188152929999999702e+06,1.601400000000000148e+02
5.767574799999999814e+05,5.188146639999999665e+06,1.583799999999999955e+02
5.767587600000000093e+05,5.188145669999999925e+06,1.580999999999999943e+02
5.767600899999999674e+05,5.188144690000000410e+06,1.577800000000000011e+02
5.767271400000000140e+05,5.188170030000000261e+06,1.623799999999999955e+02
5.767384599999999627e+05,5.188161120000000112e+06,1.614200000000000159e+02
5.767395799999999581e+05,5.188160230000000447e+06,1.613199999999999932e+02
5.767406500000000233e+05,5.188159400000000373e+06,1.612000000000000171e+02
5.767420500000000466e+05,5.188158310000000522e+06,1.610300000000000011e+02
5.767438100000000559e+05,5.188156950000000186e+06,1.608100000000000023e+02
5.767493499999999767e+05,5.188152650000000373e+06,1.600900000000000034e+02
5.767575500000000466e+05,5.188146490000000224e+06,1.583600000000000136e+02
5.767588699999999953e+05,5.188145520000000484e+06,1.580699999999999932e+02
5.767601700000000419e+05,5.188144540000000037e+06,1.577599999999999909e+02
5.767300600000000559e+05,5.188167679999999702e+06,1.620800000000000125e+02
5.767386500000000233e+05,5.188160910000000149e+06,1.613900000000000148e+02
5.767397700000000186e+05,5.188160020000000484e+06,1.613000000000000114e+02
5.767408399999999674e+05,5.188159179999999702e+06,1.611700000000000159e+02
5.767431099999999860e+05,5.188157419999999925e+06,1.608799999999999955e+02
5.767488599999999860e+05,5.188152959999999963e+06,1.601800000000000068e+02
5.767570899999999674e+05,5.188146750000000000e+06,1.584099999999999966e+02
5.767583900000000140e+05,5.188145810000000522e+06,1.581400000000000148e+02
5.767596700000000419e+05,5.188144810000000522e+06,1.578499999999999943e+02
5.767257500000000000e+05,5.188170950000000186e+06,1.625000000000000000e+02
5.767384200000000419e+05,5.188160969999999739e+06,1.614099999999999966e+02
5.767395000000000000e+05,5.188160110000000335e+06,1.613300000000000125e+02
5.767406400000000140e+05,5.188159270000000484e+06,1.611899999999999977e+02
5.767424200000000419e+05,5.188157879999999888e+06,1.609500000000000171e+02
5.767437299999999814e+05,5.188156850000000559e+06,1.608199999999999932e+02
5.767567399999999907e+05,5.188146940000000410e+06,1.584799999999999898e+02
5.767579899999999907e+05,5.188146000000000000e+06,1.582199999999999989e+02
5.767594300000000512e+05,5.188144900000000373e+06,1.578900000000000148e+02
5.767137900000000373e+05,5.188180350000000559e+06,1.633799999999999955e+02
5.767379100000000326e+05,5.188161310000000522e+06,1.614799999999999898e+02
5.767389799999999814e+05,5.188160440000000410e+06,1.613900000000000148e+02
5.767400400000000373e+05,5.188159610000000335e+06,1.612800000000000011e+02
5.767416600000000326e+05,5.188158370000000112e+06,1.610699999999999932e+02
5.767436300000000047e+05,5.188156839999999851e+06,1.608199999999999932e+02
5.767568200000000652e+05,5.188146770000000484e+06,1.584399999999999977e+02
5.767581600000000326e+05,5.188145759999999776e+06,1.581500000000000057e+02
5.767594500000000698e+05,5.188144799999999814e+06,1.578799999999999955e+02
5.767284200000000419e+05,5.188168690000000410e+06,1.623300000000000125e+02
5.767384400000000605e+05,5.188160780000000261e+06,1.614000000000000057e+02
5.767396300000000047e+05,5.188159839999999851e+06,1.613199999999999932e+02
5.767409699999999721e+05,5.188158820000000298e+06,1.611200000000000045e+02
5.767423900000000140e+05,5.188157730000000447e+06,1.609300000000000068e+02
5.767571500000000233e+05,5.188146450000000186e+06,1.583700000000000045e+02
5.767584500000000698e+05,5.188145490000000224e+06,1.580999999999999943e+02
5.767597199999999721e+05,5.188144509999999776e+06,1.578199999999999932e+02
5.767375999999999767e+05,5.188161360000000335e+06,1.615399999999999920e+02
5.767387000000000698e+05,5.188160520000000484e+06,1.613600000000000136e+02
5.767398000000000466e+05,5.188159660000000149e+06,1.613000000000000114e+02
5.767416300000000047e+05,5.188158230000000447e+06,1.610500000000000114e+02
5.767565799999999581e+05,5.188146780000000261e+06,1.584900000000000091e+02
5.767578599999999860e+05,5.188145810000000522e+06,1.582100000000000080e+02
5.767591600000000326e+05,5.188144850000000559e+06,1.579500000000000171e+02
5.767604200000000419e+05,5.188143870000000112e+06,1.576700000000000159e+02
5.767382099999999627e+05,5.188160790000000037e+06,1.614300000000000068e+02
5.767394400000000605e+05,5.188159839999999851e+06,1.613199999999999932e+02
5.767410500000000466e+05,5.188158600000000559e+06,1.611100000000000136e+02
5.767424799999999814e+05,5.188157490000000224e+06,1.609099999999999966e+02
5.767573299999999581e+05,5.188146110000000335e+06,1.583400000000000034e+02
5.767586500000000233e+05,5.188145129999999888e+06,1.580500000000000114e+02
5.767599400000000605e+05,5.188144160000000149e+06,1.577599999999999909e+02
5.767376400000000140e+05,5.188161190000000410e+06,1.615000000000000000e+02
5.767387199999999721e+05,5.188160339999999851e+06,1.613600000000000136e+02
5.767398900000000140e+05,5.188159429999999702e+06,1.612599999999999909e+02
5.767410100000000093e+05,5.188158530000000261e+06,1.611200000000000045e+02
5.767423399999999674e+05,5.188157520000000484e+06,1.609200000000000159e+02
5.767570100000000093e+05,5.188146290000000037e+06,1.583700000000000045e+02
5.767583000000000466e+05,5.188145320000000298e+06,1.581100000000000136e+02
5.767595899999999674e+05,5.188144339999999851e+06,1.578100000000000023e+02
5.767161500000000233e+05,5.188178070000000298e+06,1.632199999999999989e+02
5.767384100000000326e+05,5.188160480000000447e+06,1.613799999999999955e+02
5.767396300000000047e+05,5.188159540000000037e+06,1.613000000000000114e+02
5.767407500000000000e+05,5.188158650000000373e+06,1.611200000000000045e+02
5.767420000000000000e+05,5.188157660000000149e+06,1.609600000000000080e+02
5.767565899999999674e+05,5.188146509999999776e+06,1.584399999999999977e+02
5.767578399999999674e+05,5.188145560000000522e+06,1.582000000000000171e+02
5.767591500000000233e+05,5.188144570000000298e+06,1.579000000000000057e+02
5.767138200000000652e+05,5.188179799999999814e+06,1.634300000000000068e+02
5.767380400000000373e+05,5.188160669999999925e+06,1.614300000000000068e+02
5.767392000000000698e+05,5.188159750000000000e+06,1.613199999999999932e+02
5.767403499999999767e+05,5.188158910000000149e+06,1.611599999999999966e+02
5.767416199999999953e+05,5.188157889999999665e+06,1.610300000000000011e+02
5.767561300000000047e+05,5.188146780000000261e+06,1.585099999999999909e+02
5.767573599999999860e+05,5.188145850000000559e+06,1.582800000000000011e+02
5.767586600000000326e+05,5.188144839999999851e+06,1.579799999999999898e+02
5.767600100000000093e+05,5.188143830000000075e+06,1.577700000000000102e+02
5.767320400000000373e+05,5.188165299999999814e+06,1.619900000000000091e+02
5.767384899999999907e+05,5.188160259999999776e+06,1.613799999999999955e+02
5.767396400000000140e+05,5.188159339999999851e+06,1.612800000000000011e+02
5.767409300000000512e+05,5.188158339999999851e+06,1.611100000000000136e+02
5.767420999999999767e+05,5.188157450000000186e+06,1.609300000000000068e+02
5.767567500000000000e+05,5.188146219999999739e+06,1.583900000000000148e+02
5.767580000000000000e+05,5.188145250000000000e+06,1.581599999999999966e+02
5.767593200000000652e+05,5.188144259999999776e+06,1.578300000000000125e+02
5.767139100000000326e+05,5.188179540000000037e+06,1.635500000000000114e+02
5.767376800000000512e+05,5.188160790000000037e+06,1.614500000000000171e+02
5.767387900000000373e+05,5.188159919999999925e+06,1.613600000000000136e+02
5.767401300000000047e+05,5.188158860000000335e+06,1.611899999999999977e+02
5.767412000000000698e+05,5.188158020000000484e+06,1.610800000000000125e+02
5.767423200000000652e+05,5.188157179999999702e+06,1.609099999999999966e+02
5.767572099999999627e+05,5.188145780000000261e+06,1.582899999999999920e+02
5.767585700000000652e+05,5.188144740000000224e+06,1.579799999999999898e+02
5.767598699999999953e+05,5.188143759999999776e+06,1.577599999999999909e+02
5.767162000000000698e+05,5.188177679999999702e+06,1.631899999999999977e+02
5.767382500000000000e+05,5.188160299999999814e+06,1.613799999999999955e+02
5.767393299999999581e+05,5.188159389999999665e+06,1.613100000000000023e+02
5.767407500000000000e+05,5.188158320000000298e+06,1.611200000000000045e+02
5.767418499999999767e+05,5.188157459999999963e+06,1.609500000000000171e+02
5.767566600000000326e+05,5.188146110000000335e+06,1.583900000000000148e+02
5.767579100000000326e+05,5.188145139999999665e+06,1.581700000000000159e+02
5.767592299999999814e+05,5.188144150000000373e+06,1.578199999999999932e+02
5.767140400000000373e+05,5.188179299999999814e+06,1.635900000000000034e+02
5.767376099999999860e+05,5.188160679999999702e+06,1.614500000000000171e+02
5.767386700000000419e+05,5.188159850000000559e+06,1.613400000000000034e+02
5.767398900000000140e+05,5.188158900000000373e+06,1.612100000000000080e+02
5.767409599999999627e+05,5.188158060000000522e+06,1.611100000000000136e+02
5.767420799999999581e+05,5.188157219999999739e+06,1.609200000000000159e+02
5.767569400000000605e+05,5.188145790000000037e+06,1.583100000000000023e+02
5.767582199999999721e+05,5.188144839999999851e+06,1.580600000000000023e+02
5.767595100000000093e+05,5.188143879999999888e+06,1.577700000000000102e+02
5.767157199999999721e+05,5.188177889999999665e+06,1.632199999999999989e+02
5.767380899999999674e+05,5.188160200000000186e+06,1.614000000000000057e+02
5.767391400000000140e+05,5.188159379999999888e+06,1.613199999999999932e+02
5.767403399999999674e+05,5.188158480000000447e+06,1.611500000000000057e+02
5.767414100000000326e+05,5.188157620000000112e+06,1.610300000000000011e+02
5.767562700000000186e+05,5.188146219999999739e+06,1.584300000000000068e+02
5.767575100000000093e+05,5.188145270000000484e+06,1.582199999999999989e+02
5.767588200000000652e+05,5.188144290000000037e+06,1.579000000000000057e+02
5.767137099999999627e+05,5.188179290000000037e+06,1.638100000000000023e+02
5.767375400000000373e+05,5.188160580000000075e+06,1.614399999999999977e+02
5.767388399999999674e+05,5.188159540000000037e+06,1.613499999999999943e+02
5.767399500000000698e+05,5.188158660000000149e+06,1.611800000000000068e+02
5.767410400000000373e+05,5.188157810000000522e+06,1.610900000000000034e+02
5.767558699999999953e+05,5.188146450000000186e+06,1.585000000000000000e+02
5.767571099999999860e+05,5.188145490000000224e+06,1.582700000000000102e+02
5.767583900000000140e+05,5.188144509999999776e+06,1.579699999999999989e+02
5.767597099999999627e+05,5.188143520000000484e+06,1.577299999999999898e+02
5.767251099999999860e+05,5.188170280000000261e+06,1.626200000000000045e+02
5.767380100000000093e+05,5.188160100000000559e+06,1.613900000000000148e+02
5.767390500000000466e+05,5.188159280000000261e+06,1.613100000000000023e+02
5.767402000000000698e+05,5.188158400000000373e+06,1.611599999999999966e+02
5.767412900000000373e+05,5.188157549999999814e+06,1.610399999999999920e+02
5.767561199999999953e+05,5.188146150000000373e+06,1.584300000000000068e+02
5.767573800000000047e+05,5.188145200000000186e+06,1.582100000000000080e+02
5.767586700000000419e+05,5.188144230000000447e+06,1.579000000000000057e+02
5.767142199999999721e+05,5.188178810000000522e+06,1.634099999999999966e+02
5.767381099999999860e+05,5.188159919999999925e+06,1.614000000000000057e+02
5.767391800000000512e+05,5.188159100000000559e+06,1.612800000000000011e+02
5.767402700000000186e+05,5.188158270000000484e+06,1.611500000000000057e+02
5.767413599999999860e+05,5.188157410000000149e+06,1.610000000000000000e+02
5.767562600000000093e+05,5.188145940000000410e+06,1.584000000000000057e+02
5.767575200000000186e+05,5.188144990000000224e+06,1.581599999999999966e+02
5.767588000000000466e+05,5.188144020000000484e+06,1.578700000000000045e+02
5.767137600000000093e+05,5.188178969999999739e+06,1.638799999999999955e+02
5.767371099999999860e+05,5.188160620000000112e+06,1.615200000000000102e+02
5.767383499999999767e+05,5.188159679999999702e+06,1.613600000000000136e+02
5.767394200000000419e+05,5.188158839999999851e+06,1.612400000000000091e+02
5.767405100000000093e+05,5.188157990000000224e+06,1.611299999999999955e+02
5.767415899999999674e+05,5.188157139999999665e+06,1.609600000000000080e+02
5.767566500000000233e+05,5.188145570000000298e+06,1.583199999999999932e+02
5.767579400000000605e+05,5.188144600000000559e+06,1.580500000000000114e+02
5.767592800000000279e+05,5.188143610000000335e+06,1.577700000000000102e+02
5.767248800000000047e+05,5.188170179999999702e+06,1.626700000000000159e+02
5.767379300000000512e+05,5.188159910000000149e+06,1.613900000000000148e+02
5.767391500000000233e+05,5.188158969999999739e+06,1.612700000000000102e+02
5.767402399999999907e+05,5.188158110000000335e+06,1.611500000000000057e+02
5.767413200000000652e+05,5.188157270000000484e+06,1.609900000000000091e+02
5.767563499999999767e+05,5.188145700000000186e+06,1.583700000000000045e+02
5.767576300000000047e+05,5.188144740000000224e+06,1.580999999999999943e+02
5.767589000000000233e+05,5.188143770000000484e+06,1.578300000000000125e+02
5.767137500000000000e+05,5.188178830000000075e+06,1.638300000000000125e+02
5.767374699999999721e+05,5.188160200000000186e+06,1.614399999999999977e+02
5.767386199999999953e+05,5.188159280000000261e+06,1.613100000000000023e+02
5.767396900000000605e+05,5.188158440000000410e+06,1.611899999999999977e+02
5.767407800000000279e+05,5.188157589999999851e+06,1.610800000000000125e+02
5.767557199999999721e+05,5.188146100000000559e+06,1.584699999999999989e+02
5.767569400000000605e+05,5.188145160000000149e+06,1.582500000000000000e+02
5.767582199999999721e+05,5.188144190000000410e+06,1.579699999999999989e+02
5.767595200000000186e+05,5.188143209999999963e+06,1.577400000000000091e+02
5.767250899999999674e+05,5.188169879999999888e+06,1.625300000000000011e+02
5.767376900000000605e+05,5.188159919999999925e+06,1.613700000000000045e+02
5.767387500000000000e+05,5.188159100000000559e+06,1.612800000000000011e+02
5.767398299999999581e+05,5.188158250000000000e+06,1.611700000000000159e+02
5.767409300000000512e+05,5.188157419999999925e+06,1.610399999999999920e+02
5.767557199999999721e+05,5.188146009999999776e+06,1.584699999999999989e+02
5.767569699999999721e+05,5.188145070000000298e+06,1.582299999999999898e+02
5.767582299999999814e+05,5.188144080000000075e+06,1.579600000000000080e+02
5.767595700000000652e+05,5.188143080000000075e+06,1.577299999999999898e+02
5.767371800000000512e+05,5.188160270000000484e+06,1.614699999999999989e+02
5.767383399999999674e+05,5.188159350000000559e+06,1.613400000000000034e+02
5.767394599999999627e+05,5.188158459999999963e+06,1.612100000000000080e+02
5.767405500000000466e+05,5.188157620000000112e+06,1.611100000000000136e+02
5.767416199999999953e+05,5.188156770000000484e+06,1.609500000000000171e+02
5.767565500000000466e+05,5.188145290000000037e+06,1.583000000000000114e+02
5.767578399999999674e+05,5.188144339999999851e+06,1.580200000000000102e+02
5.767590999999999767e+05,5.188143379999999888e+06,1.577599999999999909e+02
5.767263900000000140e+05,5.188168669999999925e+06,1.624000000000000057e+02
5.767378000000000466e+05,5.188159660000000149e+06,1.614200000000000159e+02
5.767388699999999953e+05,5.188158830000000075e+06,1.612800000000000011e+02
5.767400200000000186e+05,5.188157950000000186e+06,1.611599999999999966e+02
5.767410999999999767e+05,5.188157100000000559e+06,1.609900000000000091e+02
5.767559799999999814e+05,5.188145629999999888e+06,1.584200000000000159e+02
5.767572500000000000e+05,5.188144650000000373e+06,1.581400000000000148e+02
5.767585300000000279e+05,5.188143709999999963e+06,1.578799999999999955e+02
5.767134599999999627e+05,5.188178740000000224e+06,1.638799999999999955e+02
5.767374599999999627e+05,5.188159870000000112e+06,1.614300000000000068e+02
5.767385200000000186e+05,5.188159030000000261e+06,1.613199999999999932e+02
5.767395999999999767e+05,5.188158179999999702e+06,1.612000000000000171e+02
5.767406700000000419e+05,5.188157350000000559e+06,1.610500000000000114e+02
5.767555400000000373e+05,5.188145900000000373e+06,1.584799999999999898e+02
5.767567500000000000e+05,5.188144940000000410e+06,1.582599999999999909e+02
5.767580300000000279e+05,5.188143980000000447e+06,1.579699999999999989e+02
5.767593399999999674e+05,5.188142980000000447e+06,1.577000000000000171e+02
5.767368200000000652e+05,5.188160259999999776e+06,1.615099999999999909e+02
5.767381600000000326e+05,5.188159230000000447e+06,1.613600000000000136e+02
5.767393399999999674e+05,5.188158299999999814e+06,1.612299999999999898e+02
5.767404100000000326e+05,5.188157459999999963e+06,1.610999999999999943e+02
5.767414799999999814e+05,5.188156610000000335e+06,1.609500000000000171e+02
5.767566900000000605e+05,5.188144900000000373e+06,1.582800000000000011e+02
5.767579799999999814e+05,5.188143919999999925e+06,1.579699999999999989e+02
5.767592900000000373e+05,5.188142940000000410e+06,1.577000000000000171e+02
5.767367800000000279e+05,5.188160200000000186e+06,1.615099999999999909e+02
5.767379899999999907e+05,5.188159259999999776e+06,1.613900000000000148e+02
5.767390899999999674e+05,5.188158419999999925e+06,1.612400000000000091e+02
5.767402600000000093e+05,5.188157490000000224e+06,1.611200000000000045e+02
5.767413399999999674e+05,5.188156639999999665e+06,1.609500000000000171e+02
5.767565400000000373e+05,5.188144940000000410e+06,1.582800000000000011e+02
5.767578299999999581e+05,5.188143969999999739e+06,1.580000000000000000e+02
5.767591199999999953e+05,5.188142990000000224e+06,1.577400000000000091e+02
5.767138800000000047e+05,5.188178290000000037e+06,1.632800000000000011e+02
5.767375899999999674e+05,5.188159509999999776e+06,1.614000000000000057e+02
5.767386700000000419e+05,5.188158650000000373e+06,1.612700000000000102e+02
5.767400100000000093e+05,5.188157620000000112e+06,1.611500000000000057e+02
5.767410799999999581e+05,5.188156780000000261e+06,1.609799999999999898e+02
5.767562399999999907e+05,5.188145070000000298e+06,1.583300000000000125e+02
